,polarity,subjectivity,max_polarity
2014-10-19,0.08352272727272725,0.6266233766233766,0.13636363636363635
2014-10-26,-0.00555555555555556,0.16666666666666666,0.7
2014-11-02,0.23303571428571426,0.4726190476190477,0.5
2014-11-09,-0.022499999999999992,0.1025,0.05
2014-11-16,0.0,0.0,0.0
2014-11-23,-0.053174603174603166,0.10515873015873016,0.0
2014-11-30,0.0,0.0,0.0
2014-12-07,0.03666666666666667,0.10333333333333332,0.4
2014-12-14,-0.006666666666666664,0.22000000000000006,0.1
2014-12-21,0.13333333333333336,0.2666666666666667,0.4
2014-12-28,0.0,0.0,0.0
2015-01-04,0.0,0.0,0.0
2015-01-11,0.020979020979020976,0.1083916083916084,0.13636363636363635
2015-01-18,0.029285714285714286,0.12178571428571427,0.8
2015-01-25,0.0,0.0,0.0
2015-02-01,-0.0052380952380952405,0.1997619047619048,0.125
2015-02-08,0.0,0.0,0.0
2015-02-15,0.1,0.25,0.3
2015-02-22,-0.0026515151515151525,0.09393939393939392,0.4
2015-03-01,0.01606240981240981,0.1069143819143819,0.21428571428571427
2015-03-08,9.251858538542969e-18,0.27685185185185185,0.0
2015-03-15,0.09469696969696967,0.20454545454545456,0.5
2015-03-22,0.05809077618288145,0.2629219829877725,0.5
2015-03-29,-0.1875,0.1125,0.0
2015-04-05,0.03409090909090909,0.11363636363636365,0.13636363636363635
2015-04-12,-0.008333333333333337,0.0986111111111111,0.5
2015-04-19,0.039685746352413016,0.1916273849607183,0.25
2015-04-26,0.0,0.0,0.0
2015-05-03,0.0,0.0,0.0
2015-05-10,0.01515151515151515,0.0505050505050505,0.13636363636363635
2015-05-17,0.017045454545454544,0.05681818181818181,0.13636363636363635
2015-05-24,0.07569444444444444,0.2263888888888889,-0.8
2015-05-31,0.0013986013986014036,0.07132867132867132,0.4
2015-06-07,0.09686147186147184,0.221482683982684,0.3181818181818182
2015-06-14,-0.014705882352941175,0.04411764705882353,0.0
2015-06-21,0.03943381180223285,0.14007177033492824,0.13636363636363635
2015-06-28,0.07149122807017544,0.17938596491228073,0.5
2015-07-05,0.0,0.0,0.0
2015-07-12,0.10895833333333334,0.20729166666666665,0.3
2015-07-19,0.020454545454545454,0.038636363636363635,0.25
2015-07-26,-0.04793650793650794,0.15928571428571428,0.2
2015-08-02,0.009090909090909092,0.2636363636363637,0.1
2015-08-09,0.037045454545454534,0.08848484848484849,0.6
2015-08-16,0.0,0.0,0.0
2015-08-23,0.1111111111111111,0.12222222222222225,0.5
2015-08-30,0.06999999999999999,0.3962500000000001,0.5
2015-09-06,0.13,0.25,0.21666666666666667
2015-09-13,0.027272727272727268,0.03636363636363637,0.3
2015-09-20,0.0,0.0,0.0
2015-09-27,0.10909090909090907,0.2853030303030303,0.5
2015-10-04,0.11575757575757575,0.22363636363636366,0.5
2015-10-11,0.1,0.1,0.2
2015-10-18,0.04461538461538461,0.17846153846153848,0.4
2015-10-25,0.0,0.0,0.0
2015-11-01,0.0,0.15,0.0
2015-11-08,0.2,0.3428571428571429,0.5
2015-11-15,0.15384615384615385,0.04615384615384615,1.0
2015-11-22,0.0,0.0,0.0
2015-11-29,-0.07272727272727272,0.15965909090909092,0.2
2015-12-06,0.0625,0.1875,0.5
2015-12-13,0.0,0.0,0.0
2015-12-20,0.0,0.0,0.0
2016-01-04,0.0,0.0,0.0
2016-01-11,0.2,0.3,0.5
2016-01-18,0.05,0.05,0.25
2016-01-25,0.0196524064171123,0.15815508021390376,0.15
2016-02-01,0.08181818181818183,0.13939393939393938,0.5
2016-02-08,0.08974358974358974,0.10384615384615384,0.3666666666666667
2016-02-15,0.0,0.15,0.0
2016-02-22,0.0,0.0,0.0
2016-02-29,-0.085,0.26,0.0
2016-03-07,0.0,0.0,0.0
2016-03-14,-0.0125,0.0125,0.0
2016-03-21,0.0,0.0,0.0
2016-03-28,0.0,0.0,0.0
2016-04-04,0.0,0.0,0.0
2016-04-11,0.0,0.25,0.0
2016-04-18,-0.03333333333333333,0.1416666666666667,0.0
2016-04-25,0.042857142857142864,0.19047619047619047,0.25
2016-05-02,-0.03333333333333333,0.03333333333333333,0.0
2016-05-09,-0.025,0.15,0.0
2016-05-16,-0.08047138047138047,0.3663299663299664,-0.37777777777777777
2016-05-23,0.032467532467532464,0.07792207792207792,0.2272727272727273
2016-05-30,-0.002430555555555561,0.18159722222222224,0.20833333333333331
2016-06-06,0.0,0.0,0.0
2016-06-13,0.009090909090909087,0.2136363636363636,0.01818181818181817
2016-06-20,-0.3,0.5,0.0
2016-06-27,0.0,0.0,0.0
2016-07-04,0.0,0.0,0.0
2016-07-11,0.0,0.0,0.0
2016-07-18,-0.06666666666666668,0.02666666666666666,0.0
2016-07-25,-0.05833333333333333,0.225,0.125
2016-08-01,-0.02121212121212122,0.28484848484848485,0.13636363636363635
2016-08-08,0.0,0.0,0.0
2016-08-15,0.0,0.0,0.0
2016-08-22,-0.05,0.16666666666666666,-0.15
2016-08-29,0.25,0.375,0.5
2016-09-05,0.125,0.125,0.5
2016-09-12,0.0,0.0,0.0
2016-09-19,0.0,0.0,0.0
2016-09-26,0.0,0.0,0.0
2016-10-03,0.0,0.0,0.0
2016-10-10,0.0,0.16666666666666666,0.0
2016-10-17,0.125,0.125,0.5
2016-10-24,-0.16666666666666666,0.1,0.0
2016-10-31,0.0,0.0,0.0
